Ссылка на авто;Название авто;Год выпуска;Пробег;Кузов;Цвет;Двигатель;Коробка;Привод;Состояние;Цена в российских рублях;Цена в белорусских рублях;Цена в долларах
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115989458-9a325522/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;54 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,670,000;232,567;90,996
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116621919-229d3eb4/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;45 000 км;внедорожник 5 дв.;серый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,720,000;234,618;91,799
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116657137-6502376f/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;149 000 км;внедорожник 5 дв.;серый;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,720,000;234,618;91,799
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116645799-ebdb8a2e/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2017;85 000 км;внедорожник 5 дв.;чёрный;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,730,000;235,028;91,959
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116854476-0f50926a/;Mercedes-Benz GLE Coupe AMG 63 AMG I (C292);2015;33 000 км;внедорожник 5 дв.;серый;5.5 л / 558 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,880,000;241,181;94,366
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116820023-88b53747/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;51 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,890,000;241,591;94,527
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1117024004-48d96ff0/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2018;36 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,990,000;245,693;96,132
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1115152225-ef211f2f/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2017;66 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;5,990,000;245,693;96,132
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116889406-7d7bdcbd/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2016;32 000 км;внедорожник 5 дв.;белый;3.0 л / 367 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,050,000;248,154;97,095
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1105885825-b3baec6d/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2016;91 000 км;внедорожник 5 дв.;чёрный;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,130,000;251,435;98,379
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116352849-5d7b79d8/;Mercedes-Benz GLE Coupe AMG 63 AMG S I (C292);2016;100 000 км;внедорожник 5 дв.;белый;5.5 л / 585 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,200,000;254,306;99,502
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116325564-6e66db2b/;Mercedes-Benz GLE Coupe AMG 43 AMG I (C292);2018;35 000 км;внедорожник 5 дв.;белый;3.0 л / 390 л.с. / Бензин;автоматическая;полный;Не требует ремонта;6,210,000;254,716;99,662
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116055721-99f6745a/;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22438810/1115818137-00d3472b/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103876/22103969/1116670618-19effeb7/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22103969/1116670612-7822cb2e/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22438810/1105696173-ebe0f81f/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103876/22438810/1115818161-a9c6098a/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103876/22438810/1116226098-4b313bfe/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22438810/1115829278-4531d198/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22103969/1116226096-07013188/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22103969/1116670591-66d87f2d/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103875/22103969/1105494470-cd143b3d/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22438810/1115987170-cefba822/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103875/22103969/1116670589-9886f9b2/;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103875/22103969/1116670588-cd3fe2fc/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22438810/1115986962-f856ca88/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103875/22438810/1105695977-2e5c4588/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1102546441-a4a1ac76/;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe_amg/1116325565-513999c5/;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103876/22103969/1117017390-5b070de7/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
https://auto.ru/cars/new/group/mercedes/gle_klasse_coupe_amg/22103874/22103969/1117020495-cf488844/;Предложение от дилера;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found;information not found
